"word","spelling"
"aspeto","ɐʃ.ˈpɛ.tu"
"rijo","ˈRi.ʒu"
"trigo","ˈtɾi.ɡu"
"ao","aw"
"referente","Rɨ.fɨ.ˈɾẽ.tɨ"
"fezes","ˈfɛ.zɨʃ"
"bicentenário","bi.sẽ.tɨ.ˈna.ɾju"
"pito","pi.tu"
"ocultar","ɔ.kuɫ.ˈtaɾ"
"vela","ˈvɛ.lɐ"
"saia","ˈsaj.ɐ"
"catorze","kɐ.ˈtoɾ.zɨ"
"parede","pɐ.ˈɾe.dɨ"
"avô","ɐ.ˈvo"
"avó","ɐ.ˈvɔ"
"prisão","pɾi.ˈzɐ̃w̃"
"algodão","aɫ.ɡu.ˈdɐ̃w̃"
"fel","ˈfɛɫ"
"semente","sɨ.ˈmẽ.tɨ"
"alto","ˈaɫ.tu"
"seda","ˈse.dɐ"
"pedaço","pɨ.ˈda.su"
"tanga","ˈtɐ̃.ɡɐ"
"mancha","ˈmɐ̃.ʃɐ"
"tela","ˈtɛ.lɐ"
"dum","dũ"
"parte","ˈpaɾ.tɨ"
"varão","vɐ.ˈɾɐ̃w̃"
"rato","ˈRa.tu"
"merda","ˈmɛɾ.dɐ"
"refrigerante","Rɨ.fɾi.ʒɨ.ˈɾɐ̃.tɨ"
"topázio","tu.ˈpa.zju"
"água","a.gwɐ"
"artificial","ɐɾ.ti.fi.ˈsi.aɫ"
"esfregão","iʃ.fɾɨ.ˈɡɐ̃w̃"
"rodilha","Ru.ˈdi.ʎɐ"
"trem","ˈtɾɐj̃"
"adivinha","ɐ.di.ˈvi.ɲɐ"
"carne","ˈkaɾ.nɨ"
"boneca","bu.ˈnɛ.kɐ"
"venezuelano","vɨ.nɨ.zwɛ.ˈlɐ.nu"
"frango","ˈfɾɐ̃.ɡu"
"sapato","sɐ.ˈpa.tu"
"medo","ˈme.du"
"alheira","ɐ.ˈʎɐj.ɾɐ"
"toucinho","tow.ˈsi.ɲu"
"bife","ˈbi.fɨ"
"arroz","ɐ.ˈʁoʃ"
"aguardente","a.ɡwaɾ.ˈdẽ.tɨ"
"couve","ˈkow.vɨ"
"ovelha","ɔ.ˈvɐj.ʎɐ"
"cebola","sɨ.ˈbo.lɐ"
"chocolate","ʃu.ku.ˈla.tɨ"
"javali","ʒɐ.vɐ.li"
"lebre","ˈlɛ.bɾɨ"
"limão","li.ˈmɐ̃w̃<text"
"mel","ˈmɛɫ"
"pombo","ˈpõ.bu"
"pão","ˈpɐ̃w̃"
"comboio","kõ.ˈbɔj.u"
"martelo","mɐɾ.ˈtɛ.lu"
"bêbedo","ˈbe.bɨ.du"
"fatura","fa.ˈtu.ɾɐ"
"ativar","a.ti.ˈvaɾ"
"ativo","a.ˈti.vu"
"ativista","a.ti.ˈviʃ.tɐ"
"ator","a.ˈtoɾ"
"atriz","ɐ.ˈtɾiʃ"
"equipa","e.ˈki.pɐ"
"oceânico","ɔ.ˈsjɐ.ni.ku"
"canadiano","kɐ.nɐ.ˈdjɐ.nu"
"gelado","ʒɨ.ˈla.du"
"gemada","ʒɨ.ˈma.dɐ"
"dominicano","du.mi.ni.ˈkɐ.nu"
"neozelandês","nɛ.ɔ.zɨ.lɐ̃.ˈdeʃ"
"guisado","ɡi.ˈza.du"
"iguaria","i.ɡwɐ.ˈɾi.ɐ"
"moeda","ˈmwɛ.dɐ"
"sapo","ˈsa.pu"
"doce","ˈdo.sɨ"
"fome","ˈfɔ.mɨ"
"fermento","fɨɾ.ˈmẽ.tu"
"levedura","lɨ.vɨ.ˈdu.ɾɐ"
"frigideira","fɾi.ʒi.ˈdɐj.ɾɐ"
"fiambre","ˈfjɐ̃.bɾɨ"
"fatia","fɐ.ˈti.ɐ"
"talhada","tɐ.ˈʎa.dɐ"
"bombom","bõ.ˈbõ"
"rebuçado","Rɨ.bu.ˈsa.du"
"jejum","ʒɨ.ˈʒũ"
"jantar","ʒɐ̃.ˈtaɾ"
"dieta","ˈdjɛ.tɐ"
"comida","ku.ˈmi.dɐ"
"alimentação","ɐ.li.mẽ.tɐ.ˈsɐ̃w̃"
"cafeteira","kɐ.fɨ.ˈtɐj.ɾɐ"
"chaleira","ʃɐ.ˈlɐj.ɾɐ"
"bolo","ˈbo.lu"
"biberão","bi.bɨ.ˈɾɐ̃w̃"
"almoço","aɫ.ˈmo.su"
"almoçar","aɫ.mu.ˈsaɾ"
"assar","ɐ.ˈsaɾ"
"grelhar","ɡɾɨ.ˈʎaɾ"
"rã","ˈRɐ̃"
"tucano","tu.ˈkɐ.nu"
"epiceno","e.pi.ˈse.nu"
"família","fɐ.ˈmi.ljɐ"
"escabroso","iʃ.kɐ.ˈbɾo.zu"
"detrimento","dɨ.tɾi.ˈmẽ.tu"
"vegetariano","vɨ.ʒɨ.tɐ.ˈɾjɐ.nu"
"feijão","fɐj.ˈʒɐ̃w̃"
"pente","ˈpẽ.tɨ"
"energia","i.nɨɾ.ˈʒi.ɐ"
"incólume","ĩ.ˈkɔ.lu.mɨ"
"confeitaria","kõ.fɐj.tɐ.ˈɾi.ɐ"
"mente","ˈmẽ.tɨ"
"atuar","ɐ.ˈtwaɾ"
"plano","ˈplɐ.nu"
"azoto","ɐ.ˈzo.tu"
"rei","ˈRɐj"
"nitrogénio","ni.tɾɔ.ˈʒɛ.nju"
"árvore","ˈaɾ.vu.ɾɨ"
"saudade","sɐw.ˈda.dɨ"
"cognome","ku.ɡˈno.mɨ"
"ancorar","ɐ̃.ku.ˈɾaɾ"
"mastigar","mɐʃ.ti.ˈɡaɾ"
"roer","ˈRu.eɾ"
"comer","ku.ˈmeɾ"
"bocado","bu.ˈka.du"
"trinca","ˈtɾĩ.kɐ"
"adoçar","ɐ.du.ˈsaɾ"
"açucarar","ɐ.su.kɐ.ˈɾaɾ"
"moreia","mu.ˈɾɐj.ɐ"
"massa","ˈma.sɐ"
"manteiga","mɐ̃.ˈtɐj.ɡɐ"
"amargo","ɐ.ˈmaɾ.ɡu"
"ralar","Rɐ.ˈlaɾ"
"lamber","lɐ̃.ˈbeɾ"
"limonada","li.mu.ˈna.dɐ"
"linguiça","lĩ.ˈɡwi.sɐ"
"seiva","ˈsɐj.vɐ"
"pénis","ˈpɛ.niʃ"
"zona","ˈzo.nɐ"
"quinta","ˈkĩ.tɐ"
"falo","ˈfa.lu"
"cômputo","ˈkõ.pu.tu"
"atol","ɐ.ˈtɔɫ"
"trator","tɾa.ˈtoɾ"
"moinho","ˈmwi.ɲu"
"sacola","sɐ.ˈkɔ.lɐ"
"testículo","tɨʃ.ˈti.ku.lu"
"salgar","saɫ.ˈɡaɾ"
"açúcar","ɐ.ˈsu.kɐɾ"
"rechear","Rɨ.ˈʃi.aɾ"
"estômago","iʃ.ˈto.mɐ.ɡu"
"pança","ˈpɐ̃.sɐ"
"espeto","iʃ.ˈpe.tu"
"amargor","ɐ.mɐɾ.ˈɡoɾ"
"ciência","ˈsjẽn.sjɐ"
"estudo","iʃ.ˈtu.du"
"estudar","iʃ.tu.ˈdaɾ"
"alocação","ɐ.lu.kɐ.ˈsɐ̃w̃"
"alocar","ɐ.lu.ˈkaɾ"
"produtivo","pɾu.du.ˈti.vu"
"sociedade","su.sjɐ.ˈda.dɨ"
"requeijão","Rɨ.kɐj.ˈʒɐ̃w̃"
"receita","Rɨ.ˈsɐj.tɐ"
"puré","pu.ˈɾɛ"
"hortelã","ɔɾ.tɨ.ˈlɐ̃"
"menta","ˈmẽ.tɐ"
"engolir","ẽ.ɡu.ˈliɾ"
"satisfação","sɐ.tiʃ.fɐ.ˈsɐ̃w̃"
"racional","Rɐ.sju.ˈnaɫ"
"via","ˈvi.ɐ"
"taxista","ta.ˈksiʃ.tɐ"
"falar","fɐ.ˈlaɾ"
"pastel","pɐʃ.ˈtɛɫ"
"artefacto","ɐɾ.tɨ.ˈfak.tu"
"tripa","ˈtɾi.pɐ"
"provar","pɾu.ˈvaɾ"
"experimentar","ɐjʃ.pɨ.ɾi.mẽ.ˈtaɾ"
"degustar","dɨ.ɡuʃ.ˈtaɾ"
"chávena","ˈʃa.vɨ.nɐ"
"xícara","ˈʃi.kɐ.ɾɐ"
"cinzeiro","sĩ.ˈzɐj.ɾu"
"efeito","i.ˈfɐj.tu"
"cântaro","ˈkɐ̃.tɐ.ɾu"
"bilha","ˈbi.ʎɐ"
"pote","ˈpɔ.tɨ"
"pires","ˈpi.ɾɨʃ"
"bacio","bɐ.ˈsi.u"
"penico","pɨ.ˈni.ku"
"filtro","ˈfiɫ.tɾu"
"coador","kwɐ.ˈdoɾ"
"panela","pɐ.ˈnɛ.lɐ"
"novelo","nu.ˈve.lu"
"navalha","nɐ.ˈva.ʎɐ"
"balde","ˈbaɫ.dɨ"
"tanque","ˈtɐ̃.kɨ"
"frasco","ˈfɾaʃ.ku"
"espátula","iʃ.ˈpa.tu.lɐ"
"concha","ˈkõ.ʃɐ"
"púcaro","ˈpu.kɐ.ɾu"
"lâmina","ˈlɐ.mi.nɐ"
"agulha","ɐ.ˈɡu.ʎɐ"
"fogão","fu.ˈɡɐ̃w̃"
"braseiro","bɾɐ.ˈzɐj.ɾu"
"fogareiro","fu.ɡɐ.ˈɾɐj.ɾu"
"escumadeira","iʃ.ku.mɐ.ˈdɐj.ɾɐ"
"bacia","bɐ.ˈsi.ɐ"
"barro","ˈba.Ru"
"aro","ˈa.ɾu"
"boião","boj.ˈɐ̃w̃"
"sabatinar","sɐ.bɐ.ti.ˈnaɾ"
"roupa","ˈRow.pɐ"
"menina","mɨ.ˈni.nɐ"
"engraxar","ẽ.ɡɾa.ˈʃaɾ"
"escopo","iʃ.ˈko.pu"
"ecrã","ɛ.ˈkɾɐ̃"
"atual","ɐ.ˈtwaɫ"
"atualidade","ɐ.twɐ.li.ˈda.dɨ"
"injeção","ĩ.ʒɛ.ˈsɐ̃w̃"
"amnistia","ɐm.niʃ.ˈti.ɐ"
"estomatologia","iʃ.tu.mɐ.tu.lu.ˈʒi.ɐ"
"escora","iʃ.ˈkɔ.ɾɐ"
"aposentação","ɐ.pu.zẽ.tɐ.ˈsɐ̃w̃"
"ferrovia","fɛ.Rɔ.ˈvi.ɐ"
"gráfico","ˈɡɾa.fi.ku"
"texto","ˈtɐjʃ.tu"
"relativo","Rɨ.lɐ.ˈti.vu"
"tipografia","ti.pu.ɡɾɐ.ˈfi.ɐ"
"imprensa","ĩ.ˈpɾẽ.sɐ"
"acidental","ɐ.si.dẽ.ˈtaɫ"
"polir","pu.ˈliɾ"
"tornar","tuɾ.ˈnaɾ"
"reforma","Rɨ.ˈfɔɾ.mɐ"
"partida","pɐɾ.ˈti.dɐ"
"regressar","Rɨ.ɡɾɨ.ˈsaɾ"
"virar","vi.ˈɾaɾ"
"mudar","mu.ˈdaɾ"
"intransitivo","ĩ.tɾɐ̃.zi.ˈti.vu"
"transitivo","tɾɐ̃.zi.ˈti.vu"
"reflexo","Rɨ.ˈflɛ.ksu"
"replicar","Rɨ.pli.ˈkaɾ"
"recorrer","Rɨ.ku.ˈReɾ"
"SIDA","ˈsi.də"
"agrião","ɐ.ɡɾi.ˈɐ̃w̃"
"verdejante","vɨɾ.dɨ.ˈʒɐ̃.tɨ"
"viçoso","vi.ˈso.zu"
"beterraba","bɨ.tɨ.ˈRa.bɐ"
"aloés","a.ˈlwɛʃ"
"arruda","ɐ.ˈRu.dɐ"
"estaca","iʃ.ˈta.kɐ"
"ácido","ˈa.si.du"
"viço","ˈvi.su"
"compor","kõ.ˈpoɾ"
"alisar","ɐ.li.ˈzaɾ"
"limpar","lĩ.ˈpaɾ"
"cabelo","kɐ.ˈbe.lu"
"manhã","mɐ.ˈɲɐ̃"
"caloria","kɐ.lu.ˈɾi.ɐ"
"almofada","aɫ.mu.ˈfa.dɐ"
"arrefecer","ɐ.Rɨ.fɛ.ˈseɾ"
"disfarçar","diʃ.fɐɾ.ˈsaɾ"
"descarregar","dɨʃ.kɐ.Rɨ.ˈɡaɾ"
"vencer","vẽ.ˈseɾ"
"desviar","dɨʒ.ˈvi.aɾ"
"círculo","ˈsiɾ.ku.lu"
"rápido","ˈRa.pi.du"
"valor","vɐ.ˈloɾ"
"insolação","ĩ.su.lɐ.ˈsɐ̃w̃"
"tempo","ˈtẽ.pu"
"simbólico","sĩ.ˈbɔ.li.ku"
"patético","pa.ˈtɛ.ti.ku"
"semáforo","sɨ.ˈma.fu.ɾu"
"esquecer","iʃ.kɛ.ˈseɾ"
"enxotar","ẽ.ʃu.ˈtaɾ"
"sair","sɐ.ˈiɾ"
"fraseologia","fɾɐ.zju.lu.ˈʒi.ɐ"
"continuar","kõ.ti.ˈnwaɾ"
"conhecer","ku.ɲɨ.ˈseɾ"
"subir","su.ˈbiɾ"
"troçar","tɾu.ˈsaɾ"
"paneleiro","pɐ.nɨ.ˈlɐj.ɾu"
"pum","ˈpũ"
"traque","ˈtɾa.kɨ"
"peido","ˈpɐj.du"
"ontem","ˈõ.tɐ̃j̃"
"ourives","ow.ˈɾi.vɨʃ"
"vago","ˈva.ɡu"
"despido","dɨʃ.ˈpi.du"
"zangado","zɐ̃.ˈɡa.du"
"atrapalhado","ɐ.tɾɐ.pɐ.ˈʎa.du"
"consumido","kõ.su.ˈmi.du"
"aldeia","aɫ.ˈdɐj.ɐ"
"armário","ɐɾ.ˈma.ɾju"
"irmão","iɾ.ˈmɐ̃w̃"
"crença","ˈkɾẽ.sɐ"
"barulho","bɐ.ˈɾu.ʎu"
"depois","dɨ.ˈpojʃ"
"momento","mu.ˈmẽ.tu"
"matar","mɐ.ˈtaɾ"
"axioma","ɐ.ˈksjo.mɐ"
"ante","ˈɐ̃.tɨ"
"arrastão","ɐ.Rɐʃ.ˈtɐ̃w̃"
"pronúncia","pɾu.ˈnũ.sjɐ"
"submerso","su.bˈmɛɾ.su"
"atração","ɐ.tɾa.ˈsɐ̃w̃"
"aguentar","ɐ.ɡwẽ.ˈtaɾ"
"abdómen","ɐb.ˈdɔ.mɛn"
"afónico","ɐ.ˈfɔ.ni.ku"
"finalidade","fi.nɐ.li.ˈda.dɨ"
"sicrano","si.ˈkɾɐ.nu"
"anatómico","ɐ.nɐ.ˈtɔ.mi.ku"
"osso","ˈo.su"
"anódino","ɐ.ˈnɔ.di.nu"
"racha","ʀa.ʃɐ"
"anómalo","ɐ.ˈnɔ.mɐ.lu"
"anónimo","ɐ.ˈnɔ.ni.mu"
"adjacente","ɐ.dʒɐ.ˈsẽ.tɨ"
"contíguo","kõ.ˈti.ɡwu"
"atrativo","ɐ.tɾa.ˈti.vu"
"arquitetural","ɐɾ.ki.tɛ.tu.ˈɾaɫ"
"arquitetar","ɐɾ.ki.tɛ.ˈtaɾ"
"antártico","ɐ̃.ˈtaɾ.ti.ku"
"agrafador","ɐ.ɡɾɐ.fɐ.ˈdoɾ"
"agrafar","ɐ.ɡɾɐ.ˈfaɾ"
"atacador","ɐ.tɐ.kɐ.ˈdoɾ"
"autocarro","aw.tɔ.ˈka.Ru"
"metano","mɨ.ˈtɐ.nu"
"auto","ˈaw.tu"
"autodidata","aw.tɔ.di.ˈda.tɐ"
"tecnologia","tɛk.nu.lu.ˈʒi.ɐ"
"informação","ĩ.fuɾ.mɐ.ˈsɐ̃w̃"
"fala","ˈfa.lɐ"
"xenofobia","ʃɨ.nɔ.fu.ˈbi.ɐ"
"notação","nu.tɐ.ˈsɐ̃w̃"
"camioneta","ka.mju.ˈnɛ.tɐ"
"bom","ˈbõ"
"teste","ˈtɛʃ.tɨ"
"probabilidade","pɾu.bɐ.bi.li.ˈda.dɨ"
"adequar","ɐ.dɨ.ˈkwaɾ"
"automotora","aw.tɔ.mu.ˈto.ɾɐ"
"sobrenome","so.bɾɨ.ˈno.mɨ"
"aeromoça","ɐ.ɛ.ɾɔ.ˈmo.sɐ"
"metro","ˈmɛ.tɾu"
"urina","u.ˈɾi.nɐ"
"urinar","u.ɾi.ˈnaɾ"
"mictório","miˈk.tɔ.ɾju"
"acepipe","ɐ.sɨ.ˈpi.pɨ"
"petisco","pɨ.ˈtiʃ.ku"
"delicioso","dɨ.li.ˈsjo.zu"
"apre","ˈa.pɾɨ"
"delicado","dɨ.li.ˈka.du"
"orçamento","ɔɾ.sɐ.ˈmẽ.tu"
"colibri","kɔ.li.ˈbɾi"
"entretenimento","ẽ.tɾɨ.tɨ.ni.ˈmẽ.tu"
"poderoso","pu.dɨ.ˈɾo.zu"
"faturar","fa.tu.ˈɾaɾ"
"foco","ˈfɔ.ku"
"estrada","iʃ.ˈtɾa.dɐ"
"perro","ˈpe.Ru"
"mim","ˈmĩ"
"te","tɨ"
"ti","ˈti"
"genealogia","ʒɨ.njɐ.lu.ˈʒi.ɐ"
"gota","ˈɡo.tɐ"
"amargura","ɐ.mɐɾ.ˈɡu.ɾɐ"
"eco","ˈɛ.ku"
"sabor","sɐ.ˈboɾ"
"sono","ˈso.nu"
"insignificante","ĩ.si.ɡni.fi.ˈkɐ̃.tɨ"
"importância","ĩ.puɾ.ˈtɐ̃.sjɐ"
"incompetente","ĩ.kõ.pɨ.ˈtẽ.tɨ"
"inútil","i.ˈnu.tiɫ"
"bombo","ˈbõ.bu"
"bexiga","bɨ.ˈʃi.ɡɐ"
"cicatriz","si.kɐ.ˈtɾiʃ"
"bazofiar","bɐ.zu.ˈfi.aɾ"
"pasto","ˈpaʃ.tu"
"sustento","suʃ.ˈtẽ.tu"
"apetitoso","ɐ.pɨ.ti.ˈto.zu"
"amamentar","ɐ.mɐ.mẽ.ˈtaɾ"
"débil","ˈdɛ.biɫ"
"inábil","i.ˈna.biɫ"
"vadiar","va.ˈdi.aɾ"
"hipótese","i.ˈpɔ.tɨ.zɨ"
"intensidade","ĩ.tẽ.si.ˈda.dɨ"
"carbono","kɐɾ.ˈbɔ.nu"
"mijo","ˈmi.ʒu"
"mijar","mi.ˈʒaɾ"
"informática","ĩ.fuɾ.ˈma.ti.kɐ"
"artéria","ɐɾ.ˈtɛ.ɾjɐ"
"veia","ˈvɐj.ɐ"
"reagente","Rjɐ.ˈʒẽ.tɨ"
"arquipélago","ɐɾ.ki.ˈpɛ.lɐ.ɡu"
"trivial","tɾi.ˈvi.aɫ"
"mal","ˈmaɫ"
"talo","ˈta.lu"
"temor","tɨ.ˈmoɾ"
"dândi","ˈdɐ̃.di"
"salsa","ˈsaɫ.sɐ"
"alecrim","ɐ.lɨ.ˈkɾĩ"
"tomilho","tu.ˈmi.ʎu"
"expelir","ɐjʃ.pɨ.ˈliɾ"
"derramar","dɨ.Rɐ.ˈmaɾ"
"humedecer","u.mɨ.dɨ.ˈseɾ"
"deixar","dɐj.ˈʃaɾ"
"preservativo","pɾɨ.zɨɾ.vɐ.ˈti.vu"
"preservar","pɾɨ.zɨɾ.ˈvaɾ"
"fora","ˈfɔ.ɾɐ"
"terra","ˈtɛ.Rɐ"
"dragão","dɾɐ.ˈɡɐ̃w̃"
"salvo","ˈsaɫ.vu"
"intacto","ĩ.ˈtak.tu"
"capar","kɐ.ˈpaɾ"
"castrar","kɐʃ.ˈtɾaɾ"
"prostituta","pɾuʃ.ti.ˈtu.tɐ"
"cu","ˈku"
"copular","ku.pu.ˈlaɾ"
"virgindade","viɾ.ʒĩ.ˈda.dɨ"
"exceto","ɐjʃ.ˈsɛ.tu"
"hímen","ˈi.mɛn"
"fornicar","fuɾ.ni.ˈkaɾ"
"pornográfico","puɾ.nu.ˈɡɾa.fi.ku"
"coito","ˈkoj.tu"
"gonorreia","ɡu.nu.ˈRɐj.ɐ"
"tesão","tɨ.ˈzɐ̃w̃"
"aromaterapia","ɐ.ɾo.mɐ.tɨ.ɾɐ.ˈpi.ɐ"
"gel","ˈʒɛɫ"
"ducto","ˈduk.tu"
"connosco","kõ.ˈnoʃ.ku"
"ocidente","ɔ.si.ˈdẽ.tɨ"
"natal","nɐ.ˈtaɫ"
"tareco","tɐ.ˈɾɛ.ku"
"acionar","a.sju.ˈnaɾ"
"coleção","ku.lɛ.ˈsɐ̃w̃"
"ideia","i.ˈdɐj.ɐ"
"pinguim","pĩ.ˈɡwĩ"
"abadia","ɐ.bɐ.ˈdi.ɐ"
"abajur","ɐ.ba.ˈʒuɾ"
"abalo","ɐ.ˈba.lu"
"abandonar","ɐ.bɐ̃.du.ˈnaɾ"
"total","tu.ˈtaɫ"
"terramoto","tɨ.Rɐ.ˈmɔ.tu"
"atómico","ɐ.ˈtɔ.mi.ku"
"renúncia","Rɨ.ˈnũ.sjɐ"
"choque","ˈʃɔ.kɨ"
"inteiro","ĩ.ˈtɐj.ɾu"
"soma","ˈso.mɐ"
"competidor","kõ.pɨ.ti.ˈdoɾ"
"grosseiro","ɡɾu.ˈsɐj.ɾu"
"segurança","sɨ.ɡu.ˈɾɐ̃.sɐ"
"proteção","pɾu.tɛ.ˈsɐ̃w̃"
"colar","ku.ˈlaɾ"
"tranquilizar","tɾɐ̃.kwi.li.ˈzaɾ"
"tranquilizante","tɾɐ̃.kwi.li.ˈzɐ̃.tɨ"
"tranquilizador","tɾɐ̃.kwi.li.zɐ.ˈdoɾ"
"plaqueta","plɐ.ˈke.tɐ"
"tranquilidade","tɾɐ̃.kwi.li.ˈda.dɨ"
"pederasta","pɨ.dɨ.ˈɾaʃ.tɐ"
"húmido","ˈu.mi.du"
"humidificação","u.mi.di.fi.kɐ.ˈsɐ̃w̃"
"extensível","ɐjʃ.tẽ.ˈsi.vɛɫ"
"infravermelho","ĩ.fɾɐ.vɨɾ.ˈmɐj.ʎu"
"ultravioleta","uɫ.tɾɐ.vju.ˈle.tɐ"
"intestino","ĩ.tɨʃ.ˈti.nu"
"frequência","fɾɨ.ˈkwẽ.sjɐ"
"baba","ˈba.bɐ"
"babar","bɐ.ˈbaɾ"
"frequente","fɾɨ.ˈkwẽ.tɨ"
"si","ˈsi"
"excomungar","ɐjʃ.ku.mũ.ˈɡaɾ"
"iglu","i.ˈɡlu"
"verão","vɨ.ˈɾɐ̃w̃"
"sentir","sẽ.ˈtiɾ"
"portfólio","pɔɾ.tˈfɔ.lju"
"inverno","ĩ.ˈvɛɾ.nu"
"química","ˈki.mi.kɐ"
"gás","ˈɡaʃ"
"dossier","dɔ.ˈsje"
"edredão","ɛ.dɾɨ.ˈdɐ̃w̃"
"tubarão","tu.bɐ.ˈɾɐ̃w̃"
"cheirar","ʃɐj.ˈɾaɾ"
"beiço","ˈbɐj.su"
"soprar","su.ˈpɾaɾ"
"futuro","fu.ˈtu.ɾu"
"correção","ku.Rɛ.ˈsɐ̃w̃"
"corretivo","ku.Rɛ.ˈti.vu"
"espécie","iʃ.ˈpɛ.sji"
"corrector","ku.Rɛ.ˈtoɾ"
"correto","ku.ˈRɛ.tu"
"penso","ˈpẽ.su"
"sístole","ˈsiʃ.tu.lɨ"
"insulto","ĩ.ˈsuɫ.tu"
"ancinho","ɐ̃.ˈsi.ɲu"
"bácoro","ˈba.ku.ɾu"
"bailarico","baj.lɐ.ˈɾi.ku"
"baile","ˈbaj.lɨ"
"calvície","kaɫ.ˈvi.sji"
"pólen","ˈpɔ.lɛn"
"prémio","ˈpɾɛ.mju"
"criança","kɾi.ɐ̃.ˈsɐ"
"canónico","kɐ.ˈnɔ.ni.ku"
"adotar","ɐ.dɔ.ˈtaɾ"
"cénico","ˈsɛ.ni.ku"
"colónia","ku.ˈlɔ.njɐ"
"serrar","sɨ.ˈRaɾ"
"berma","ˈbɛɾ.mɐ"
"autismo","aw.ˈtiʒ.mu"
"acostar","ɐ.kuʃ.ˈtaɾ"
"bicha","ˈbi.ʃɐ"
"filarmónico","fi.lɐɾ.ˈmɔ.ni.ku"
"faraónico","fɐ.ɾɐ.ˈɔ.ni.ku"
"coletivo","ku.lɛ.ˈti.vu"
"colecionar","ku.lɛ.sju.ˈnaɾ"
"teatro","ˈti.a.tɾu"
"nobélio","nu.ˈbɛ.lju"
"educação","i.du.kɐ.ˈsɐ̃w̃"
"temperatura","tẽ.pɨ.ɾɐ.ˈtu.ɾɐ"
"calor","kɐ.ˈloɾ"
"coisa","ˈkoj.zɐ"
"ficar","fi.ˈkaɾ"
"luz","ˈluʃ"
"cruz","ˈkɾuʃ"
"tear","ˈti.aɾ"
"lado","ˈla.du"
"portagem","puɾ.ˈta.ʒɐ̃j̃"
"almôndega","aɫ.ˈmõ.dɨ.ɡɐ"
"calção","kaɫ.ˈsɐ̃w̃"
"frigorífico","fɾi.ɡu.ˈɾi.fi.ku"
"geladeira","ʒɨ.lɐ.ˈdɐj.ɾɐ"
"congelador","kõ.ʒɨ.lɐ.ˈdoɾ"
"robô","Rɔ.ˈbo"
"cobre","ˈkɔ.bɾɨ"
"eletricidade","i.lɛ.tɾi.si.ˈda.dɨ"
"glóbulo","ˈɡlɔ.bu.lu"
"carga","ˈkaɾ.ɡɐ"
"hidrogénio","i.dɾɔ.ˈʒɛ.nju"
"espiritismo","iʃ.pi.ɾi.ˈtiʒ.mu"
"partícula","pɐɾ.ˈti.ku.lɐ"
"grão","ˈɡɾɐ̃w̃"
"hélio","ˈɛ.lju"
"nobre","ˈnɔ.bɾɨ"
"positivo","pu.zi.ˈti.vu"
"direção","di.ɾɛ.ˈsɐ̃w̃"
"atónito","ɐ.ˈtɔ.ni.tu"
"cómodo","ˈkɔ.mu.du"
"cónego","ˈkɔ.nɨ.ɡu"
"cónico","ˈkɔ.ni.ku"
"crónico","ˈkɾɔ.ni.ku"
"demónio","dɨ.ˈmɔ.nju"
"hóstia","ˈɔʃ.tjɐ"
"maçónico","mɐ.ˈsɔ.ni.ku"
"cómoda","ˈkɔ.mu.dɐ"
"oxalá","o.ʃɐ.ˈla"
"comité","ku.mi.ˈtɛ"
"exato","i.ˈza.tu"
"exceção","ɐjʃ.sɛ.ˈsɐ̃w̃"
"erróneo","e.ˈRɔ.nju"
"platónico","plɐ.ˈtɔ.ni.ku"
"lombriga","lõ.ˈbɾi.ɡɐ"
"património","pɐ.tɾi.ˈmɔ.nju"
"polémica","pu.ˈlɛ.mi.kɐ"
"polémico","pu.ˈlɛ.mi.ku"
"polinómio","pu.li.ˈnɔ.mju"
"monómio","mu.ˈnɔ.mju"
"fumar","fu.ˈmaɾ"
"vento","AFIˈvẽ.tu"
"ambiguidade","ɐ̃.bi.ɡwi.ˈda.dɨ"
"ambíguo","ɐ̃.ˈbi.ɡwu"
"direto","di.ˈɾɛ.tu"
"avestruz","ɐ.vɨʃ.ˈtɾuʃ"
"quivi","ki.ˈvi"
"quilómetro","ki.ˈlɔ.mɨ.tɾu"
"quiproquó","kwi.pɾɔ.ˈkwɔ"
"ânus","ˈɐ.nuʃ"
"autónomo","aw.ˈtɔ.nu.mu"
"antropónimo","ɐ̃.tɾu.ˈpɔ.ni.mu"
"passivo","pɐ.ˈsi.vu"
"meu","ˈmew"
"teu","ˈtew"
"cacarejar","kɐ.kɐ.Rɨ.ˈʒaɾ"
"nos","ˈnuʃ"
"lotaria","lu.tɐ.ˈɾi.ɐ"
"monitor","mu.ni.ˈtoɾ"
"planear","plɐ.ˈni.aɾ"
"puto","ˈpu.tu"
"talho","ˈta.ʎu"
"verniz","vɨɾ.ˈniʃ"
"esferovite","iʃ.fɛ.ɾɔ.ˈvi.tɨ"
"diarreia","djɐ.ˈRɐj.ɐ"
"distração","diʃ.tɾa.ˈsɐ̃w̃"
"económico","i.ku.ˈnɔ.mi.ku"
"fletir","flɛ.ˈtiɾ"
"fração","fɾa.ˈsɐ̃w̃"
"jato","ˈʒa.tu"
"objetivar","ɔb.ʒɛ.ti.ˈvaɾ"
"objetivo","ɔb.ʒɛ.ˈti.vu"
"refletir","Rɨ.flɛ.ˈtiɾ"
"subjetivo","sub.ʒɛ.ˈti.vu"
"camião","ka.ˈmjɐ̃w̃"
"descapotável","dɨʃ.kɐ.pu.ˈta.vɛɫ"
"esmalte","iʒ.ˈmaɫ.tɨ"
